listing_id,seller_id,category,make,year,condition,hours_used,asking_price,region,list_date,views,bids,inquiries,sold,days_on_market,final_price,age_years,price_band,list_year,list_month,list_qtr,seller_seller_type,seller_tenure_years,seller_total_listings,seller_avg_rating,seller_verified
L011289,S0035,Aerial Work Platforms,Case Ce,2006,Good,3330.0,5400.0,Great Plains,2023-09-23,18,3,2,0,39,,18.0,<$10K,2023,9,3,individual,2.7,7,3.07,True
L011290,S0197,Excavators,John Deere,2007,Good,3796.0,16000.0,Southeast,2021-08-02,15,0,1,1,65,14600.0,17.0,$10K–$30K,2021,8,3,individual,0.7,10,2.65,True
L011291,S0641,Excavators,Liebherr,2021,Good,4603.0,70800.0,Northeast,2022-12-10,20,0,0,0,321,,3.0,$30K–$75K,2022,12,4,fleet_operator,0.5,27,3.63,True
L011292,S0490,Motor Graders,Terex,2009,Good,6516.0,13000.0,Midwest,2022-10-31,13,1,3,0,128,,15.0,$10K–$30K,2022,10,4,fleet_operator,2.5,27,4.5,True
L011293,S0170,Forklifts,Liebherr,2019,Good,6514.0,17000.0,Midwest,2022-06-19,21,4,2,0,51,,5.0,$10K–$30K,2022,6,2,contractor,5.4,12,4.65,True
L011294,S0153,Forklifts,Volvo Ce,2001,Fair,7814.0,2400.0,Southeast,2022-07-13,15,0,1,0,14,,23.0,<$10K,2022,7,3,fleet_operator,12.3,16,3.13,False
L011295,S0580,Bulldozers,Caterpillar,2001,Excellent,7198.0,18400.0,Southeast,2023-05-04,17,1,0,0,88,,23.0,$10K–$30K,2023,5,2,fleet_operator,0.9,16,4.07,False
L011296,S0278,Excavators,Komatsu,2010,Fair,4641.0,9400.0,Southwest,2021-02-02,30,3,2,0,87,,14.0,<$10K,2021,2,1,contractor,1.2,10,4.02,True
L011297,S0571,Excavators,Jcb,2022,Excellent,5301.0,79700.0,Great Plains,2022-12-08,16,3,0,1,7,76000.0,2.0,$75K–$150K,2022,12,4,contractor,1.0,10,4.23,True
L011298,S0572,Skid Steers,John Deere,2011,Good,3592.0,4000.0,Northeast,2022-05-17,20,5,0,0,10,,13.0,<$10K,2022,5,2,fleet_operator,9.6,22,3.9,True
L011299,S0320,Skid Steers,Komatsu,2009,Good,4969.0,4300.0,Northeast,2021-11-12,19,3,0,1,4,4000.0,15.0,<$10K,2021,11,4,fleet_operator,11.0,16,4.19,True
L011300,S0354,Forklifts,Liebherr,2010,Fair,7458.0,3000.0,West Coast,2023-03-16,12,2,0,1,24,2500.0,14.0,<$10K,2023,3,1,dealer,4.8,12,3.27,True
L011301,S0382,Forklifts,Caterpillar,2017,Fair,7553.0,7600.0,Northeast,2021-03-25,16,3,0,0,146,,7.0,<$10K,2021,3,1,contractor,5.0,12,3.66,True
L011302,S0040,Forklifts,Caterpillar,2010,Good,7463.0,4700.0,Midwest,2023-06-15,13,0,1,0,35,,14.0,<$10K,2023,6,2,dealer,0.5,13,4.14,True
L011303,S0352,Wheel Loaders,Terex,2020,Excellent,3778.0,57300.0,Great Plains,2023-09-20,15,4,2,0,39,,4.0,$30K–$75K,2023,9,3,contractor,6.0,21,4.62,True
L011304,S0793,Bulldozers,Terex,2019,Fair,5590.0,43500.0,Southwest,2022-07-02,25,3,2,0,1,,5.0,$30K–$75K,2022,7,3,contractor,0.5,13,4.46,True
L011305,S0780,Compactors,Hitachi,1999,Good,5343.0,6900.0,Mountain West,2023-04-06,22,2,2,0,20,,25.0,<$10K,2023,4,2,contractor,1.3,12,3.71,True
L011306,S0080,Cranes,Doosan,2018,Good,4022.0,74400.0,Mid-Atlantic,2021-10-10,10,1,2,1,31,67400.0,6.0,$30K–$75K,2021,10,4,individual,1.3,8,4.59,True
L011307,S0399,Excavators,Liebherr,2016,Good,3628.0,35100.0,Southeast,2023-10-13,18,3,2,0,67,,8.0,$30K–$75K,2023,10,4,contractor,0.7,28,3.37,False
L011308,S0126,Aerial Work Platforms,Jcb,2006,Excellent,4900.0,6500.0,Southwest,2021-10-06,14,2,1,0,23,,18.0,<$10K,2021,10,4,individual,1.6,3,2.98,True
L011309,S0299,Skid Steers,Liebherr,2007,Good,4469.0,4600.0,Northeast,2021-04-09,16,0,1,1,6,4100.0,17.0,<$10K,2021,4,2,dealer,2.2,6,3.78,False
L011310,S0157,Wheel Loaders,Jcb,2014,Good,3573.0,13400.0,Northeast,2022-11-13,18,2,1,0,14,,10.0,$10K–$30K,2022,11,4,contractor,0.5,25,4.84,False
L011311,S0129,Forklifts,John Deere,2007,Good,7594.0,3800.0,Great Plains,2022-02-27,11,0,2,1,6,3600.0,17.0,<$10K,2022,2,1,fleet_operator,1.5,15,4.56,False
L011312,S0204,Backhoes,John Deere,2017,Good,4137.0,17300.0,Mid-Atlantic,2023-03-21,23,1,4,0,150,,7.0,$10K–$30K,2023,3,1,contractor,8.2,20,3.67,True
L011313,S0549,Excavators,Case Ce,2010,Good,7164.0,11500.0,Southeast,2022-09-05,20,2,3,0,80,,14.0,$10K–$30K,2022,9,3,contractor,0.5,21,4.32,True
L011314,S0464,Cranes,John Deere,2017,Poor,2917.0,36600.0,Midwest,2021-05-09,11,0,1,0,99,,7.0,$30K–$75K,2021,5,2,individual,0.5,18,3.22,True
L011315,S0150,Bulldozers,Case Ce,2022,Good,4938.0,71200.0,Midwest,2021-08-08,22,1,2,1,24,65500.0,2.0,$30K–$75K,2021,8,3,individual,4.6,17,3.52,False
L011316,S0028,Bulldozers,Liebherr,1998,Good,6933.0,17900.0,Northeast,2021-11-10,21,2,1,0,128,,26.0,$10K–$30K,2021,11,4,contractor,6.7,10,4.47,True
L011317,S0495,Skid Steers,Caterpillar,1999,Excellent,3072.0,6800.0,Southwest,2023-12-23,19,4,0,1,12,6900.0,25.0,<$10K,2023,12,4,fleet_operator,1.1,20,3.66,True
L011318,S0056,Motor Graders,Hitachi,2014,Good,5807.0,22500.0,Southwest,2022-12-16,32,4,0,1,31,20700.0,10.0,$10K–$30K,2022,12,4,dealer,0.5,28,3.82,True
L011319,S0200,Excavators,Terex,2010,Fair,5367.0,8600.0,Northeast,2023-04-18,10,2,1,0,92,,14.0,<$10K,2023,4,2,contractor,1.0,13,4.58,False
L011320,S0782,Excavators,Volvo Ce,2014,Good,2093.0,14400.0,Northeast,2023-06-30,11,0,1,1,52,13200.0,10.0,$10K–$30K,2023,6,2,dealer,4.5,14,3.78,True
L011321,S0220,Excavators,Komatsu,2010,Fair,6194.0,11900.0,Southwest,2021-11-11,19,1,2,0,120,,14.0,$10K–$30K,2021,11,4,contractor,6.0,18,3.57,True
L011322,S0353,Bulldozers,Jcb,2014,Fair,5276.0,13500.0,Southeast,2023-10-24,8,0,0,1,17,11000.0,10.0,$10K–$30K,2023,10,4,dealer,5.7,11,4.11,False
L011323,S0589,Compactors,Jcb,2016,Fair,4191.0,8700.0,Northeast,2023-01-17,31,6,2,1,20,6800.0,8.0,<$10K,2023,1,1,dealer,3.0,10,3.11,False
L011324,S0718,Wheel Loaders,Liebherr,2011,Excellent,5755.0,13100.0,Southeast,2021-03-29,10,0,0,1,18,12500.0,13.0,$10K–$30K,2021,3,1,dealer,1.4,23,5.0,True
L011325,S0601,Forklifts,Doosan,2017,Good,5936.0,10100.0,Northeast,2021-12-16,8,1,0,0,59,,7.0,$10K–$30K,2021,12,4,dealer,0.9,14,3.87,True
L011326,S0737,Compactors,John Deere,2007,Good,2221.0,4400.0,West Coast,2021-06-25,8,0,0,0,3,,17.0,<$10K,2021,6,2,individual,5.7,6,3.11,True
L011327,S0484,Wheel Loaders,Komatsu,1999,Fair,2498.0,9500.0,Midwest,2023-01-02,35,2,1,1,8,7600.0,25.0,<$10K,2023,1,1,contractor,2.0,20,4.62,True
L011328,S0774,Forklifts,Case Ce,2011,Good,8204.0,4300.0,Southeast,2022-10-20,11,3,1,0,116,,13.0,<$10K,2022,10,4,contractor,1.2,14,4.51,False
L011329,S0086,Compactors,Caterpillar,2014,Fair,5108.0,6700.0,Mountain West,2022-03-22,24,3,0,1,17,6000.0,10.0,<$10K,2022,3,1,contractor,5.3,17,3.86,True
L011330,S0100,Bulldozers,John Deere,2002,Good,6031.0,14600.0,Mountain West,2022-05-19,18,3,3,0,31,,22.0,$10K–$30K,2022,5,2,dealer,1.2,17,4.54,True
L011331,S0379,Motor Graders,Doosan,2019,Good,6716.0,54100.0,Mid-Atlantic,2021-02-10,27,3,2,0,113,,5.0,$30K–$75K,2021,2,1,dealer,3.9,8,5.0,False
L011332,S0793,Forklifts,Doosan,2015,Good,7785.0,6900.0,Southwest,2023-10-16,15,2,0,1,1,6100.0,9.0,<$10K,2023,10,4,contractor,0.5,13,4.46,True
L011333,S0115,Aerial Work Platforms,Jcb,2000,Good,5395.0,7000.0,Midwest,2023-07-19,15,1,2,1,13,6700.0,24.0,<$10K,2023,7,3,individual,2.9,2,4.27,False
L011334,S0407,Bulldozers,Komatsu,2013,Good,6152.0,14500.0,Midwest,2022-11-28,12,2,0,1,13,13300.0,11.0,$10K–$30K,2022,11,4,dealer,3.0,11,4.28,False
L011335,S0211,Motor Graders,John Deere,2023,Good,4120.0,109000.0,Midwest,2022-10-18,10,1,0,1,11,99100.0,1.0,$75K–$150K,2022,10,4,contractor,22.0,25,4.37,False
L011336,S0420,Bulldozers,Jcb,2016,Excellent,7757.0,44300.0,Midwest,2021-10-12,27,4,3,0,23,,8.0,$30K–$75K,2021,10,4,contractor,15.1,17,4.4,True
L011337,S0215,Excavators,Doosan,2015,Fair,4055.0,16800.0,Southeast,2021-07-02,23,1,2,1,38,13500.0,9.0,$10K–$30K,2021,7,3,dealer,13.0,10,4.5,True
L011338,S0508,Cranes,Terex,2017,Good,4595.0,62900.0,Great Plains,2021-11-22,32,8,0,0,16,,7.0,$30K–$75K,2021,11,4,individual,2.1,5,4.17,True
L011339,S0738,Motor Graders,Liebherr,2002,Excellent,6092.0,20800.0,Midwest,2023-03-03,23,1,5,0,1,,22.0,$10K–$30K,2023,3,1,fleet_operator,1.0,8,3.48,True
L011340,S0790,Excavators,Case Ce,2005,Good,7041.0,15300.0,Northeast,2022-01-09,20,5,1,0,20,,19.0,$10K–$30K,2022,1,1,dealer,5.9,9,3.97,True
L011341,S0385,Bulldozers,John Deere,2003,Poor,5808.0,7000.0,Southeast,2023-05-04,7,1,2,1,33,4800.0,21.0,<$10K,2023,5,2,individual,13.8,13,4.56,True
L011342,S0763,Excavators,Terex,2012,Good,6988.0,13600.0,Midwest,2022-06-17,10,0,1,1,39,12800.0,12.0,$10K–$30K,2022,6,2,contractor,1.6,12,4.91,False
L011343,S0204,Bulldozers,Hitachi,2022,Poor,5598.0,47700.0,Midwest,2022-03-22,7,2,0,0,118,,2.0,$30K–$75K,2022,3,1,contractor,8.2,20,3.67,True
L011344,S0669,Excavators,Volvo Ce,2000,Good,9160.0,9700.0,Great Plains,2023-01-30,30,2,5,0,69,,24.0,<$10K,2023,1,1,dealer,7.6,15,3.13,False
L011345,S0586,Excavators,Terex,2023,Poor,2161.0,33500.0,Midwest,2023-03-26,17,1,0,0,174,,1.0,$30K–$75K,2023,3,1,dealer,7.4,12,3.97,True
L011346,S0395,Skid Steers,Case Ce,2006,Good,4578.0,4600.0,Mountain West,2023-09-06,18,2,0,0,8,,18.0,<$10K,2023,9,3,individual,10.3,14,3.83,True
L011347,S0593,Backhoes,Komatsu,2008,Good,5538.0,5800.0,Midwest,2023-11-15,12,2,0,0,44,,16.0,<$10K,2023,11,4,fleet_operator,3.7,4,2.96,True
L011348,S0304,Wheel Loaders,Case Ce,2017,Fair,4165.0,20800.0,Midwest,2022-07-01,9,0,2,1,88,18700.0,7.0,$10K–$30K,2022,7,3,contractor,25.0,13,3.33,True
L011349,S0332,Cranes,Volvo Ce,2021,Poor,5101.0,75600.0,Southeast,2022-08-14,7,0,0,0,128,,3.0,$75K–$150K,2022,8,3,dealer,0.5,13,3.05,False
L011350,S0777,Wheel Loaders,Liebherr,2023,Fair,2205.0,56900.0,Midwest,2023-03-21,21,2,3,0,53,,1.0,$30K–$75K,2023,3,1,contractor,5.1,6,3.36,True
L011351,S0433,Bulldozers,Liebherr,2020,Good,4006.0,77800.0,Southeast,2021-01-06,7,0,0,0,20,,4.0,$75K–$150K,2021,1,1,dealer,0.5,26,4.15,True
L011352,S0515,Bulldozers,Case Ce,2011,Excellent,6256.0,16800.0,Southwest,2023-07-03,16,6,2,1,43,16500.0,13.0,$10K–$30K,2023,7,3,dealer,5.2,8,3.07,False
L011353,S0676,Wheel Loaders,Hitachi,2020,Good,1389.0,46200.0,Southeast,2021-02-15,25,1,4,1,2,41900.0,4.0,$30K–$75K,2021,2,1,dealer,8.2,22,4.48,True
L011354,S0745,Compactors,Case Ce,2006,Excellent,3865.0,6500.0,Southeast,2023-09-12,9,0,1,1,10,6200.0,18.0,<$10K,2023,9,3,individual,3.3,23,4.2,False
L011355,S0203,Excavators,Jcb,2007,Good,6886.0,14100.0,Southwest,2022-12-05,18,5,3,0,90,,17.0,$10K–$30K,2022,12,4,individual,6.6,13,4.74,True
L011356,S0728,Excavators,Hitachi,2012,Good,4066.0,14600.0,Southwest,2021-06-18,15,1,1,1,10,13400.0,12.0,$10K–$30K,2021,6,2,dealer,8.1,24,3.44,False
L011357,S0728,Skid Steers,Liebherr,2015,Good,4611.0,7900.0,Midwest,2021-07-24,5,0,1,0,58,,9.0,<$10K,2021,7,3,dealer,8.1,24,3.44,False
L011358,S0544,Forklifts,Caterpillar,2018,Fair,7344.0,9100.0,Southeast,2023-10-31,13,3,2,1,13,7800.0,6.0,<$10K,2023,10,4,contractor,6.8,27,4.26,True
L011359,S0307,Bulldozers,Doosan,2016,Good,3683.0,33800.0,Southeast,2021-05-13,5,0,0,1,2,30400.0,8.0,$30K–$75K,2021,5,2,fleet_operator,7.1,11,4.81,True
L011360,S0446,Bulldozers,Hitachi,2004,Good,4435.0,13700.0,Mid-Atlantic,2023-07-24,28,2,3,1,49,12900.0,20.0,$10K–$30K,2023,7,3,individual,0.7,8,3.39,True
L011361,S0590,Bulldozers,Hitachi,2016,Good,5007.0,37700.0,Northeast,2023-09-17,4,0,0,0,47,,8.0,$30K–$75K,2023,9,3,dealer,1.3,6,3.79,True
L011362,S0486,Bulldozers,Case Ce,2002,Good,6273.0,14500.0,Great Plains,2023-02-07,12,2,0,0,7,,22.0,$10K–$30K,2023,2,1,dealer,0.5,15,4.25,True
L011363,S0331,Motor Graders,Liebherr,2018,Good,6023.0,60700.0,Southeast,2023-01-29,11,4,1,0,120,,6.0,$30K–$75K,2023,1,1,contractor,3.4,25,3.72,True
L011364,S0461,Bulldozers,Liebherr,2015,Good,3926.0,33700.0,Southeast,2021-05-21,13,0,0,1,30,31100.0,9.0,$30K–$75K,2021,5,2,contractor,8.0,14,4.67,True
L011365,S0149,Cranes,Doosan,1998,Poor,5764.0,12200.0,Mountain West,2021-11-10,8,2,0,0,10,,26.0,$10K–$30K,2021,11,4,dealer,4.5,14,4.21,True
L011366,S0727,Compactors,Volvo Ce,2009,Good,5387.0,5800.0,Southwest,2022-07-22,14,1,0,1,8,5600.0,15.0,<$10K,2022,7,3,contractor,1.8,19,3.99,True
L011367,S0459,Compactors,Volvo Ce,2003,Excellent,4430.0,7400.0,Southwest,2022-09-05,19,4,3,0,2,,21.0,<$10K,2022,9,3,dealer,4.4,8,4.22,True
L011368,S0723,Motor Graders,John Deere,2010,Good,8897.0,13200.0,Midwest,2021-07-16,19,4,3,0,12,,14.0,$10K–$30K,2021,7,3,contractor,0.5,10,5.0,False
L011369,S0239,Bulldozers,Terex,2014,Good,4403.0,17900.0,Southeast,2022-09-21,10,0,1,1,13,16900.0,10.0,$10K–$30K,2022,9,3,dealer,1.9,8,4.28,True
L011370,S0213,Motor Graders,Doosan,2006,Good,6782.0,16300.0,Mountain West,2021-12-05,9,1,0,1,9,15500.0,18.0,$10K–$30K,2021,12,4,dealer,0.5,35,3.79,False
L011371,S0352,Cranes,Hitachi,2023,Good,3064.0,132200.0,Southeast,2022-11-26,9,1,0,1,136,126300.0,1.0,$75K–$150K,2022,11,4,contractor,6.0,21,4.62,True
L011372,S0664,Bulldozers,Doosan,2018,Excellent,3914.0,70800.0,Northeast,2022-02-26,24,4,1,1,13,71800.0,6.0,$30K–$75K,2022,2,1,dealer,25.0,11,3.38,True
L011373,S0719,Backhoes,Liebherr,1998,Fair,8278.0,7000.0,Southwest,2021-07-25,18,1,1,0,48,,26.0,<$10K,2021,7,3,contractor,13.1,16,4.71,False
L011374,S0256,Compactors,Hitachi,2009,Fair,4051.0,4400.0,Midwest,2023-05-30,26,3,1,0,45,,15.0,<$10K,2023,5,2,individual,7.3,12,4.07,True
L011375,S0539,Backhoes,Terex,2021,Good,3044.0,31600.0,Mountain West,2022-07-19,28,6,4,1,1,29200.0,3.0,$30K–$75K,2022,7,3,dealer,0.5,26,4.32,True
L011376,S0734,Compactors,Terex,1998,Fair,3806.0,3700.0,Great Plains,2021-12-31,11,1,1,1,52,3000.0,26.0,<$10K,2021,12,4,fleet_operator,2.7,27,4.38,True
L011377,S0611,Aerial Work Platforms,Doosan,2001,Good,5629.0,5200.0,Midwest,2023-12-01,13,1,1,1,46,5000.0,23.0,<$10K,2023,12,4,contractor,0.6,12,4.61,True
L011378,S0431,Forklifts,Case Ce,2004,Good,9184.0,3300.0,Southeast,2022-05-16,8,2,3,0,33,,20.0,<$10K,2022,5,2,contractor,1.3,12,4.0,True
L011379,S0364,Aerial Work Platforms,John Deere,2017,Good,4391.0,18000.0,Southwest,2023-11-26,31,3,4,1,3,16700.0,7.0,$10K–$30K,2023,11,4,individual,0.9,11,4.09,True
L011380,S0113,Excavators,Terex,2002,Good,5671.0,15700.0,Southwest,2022-11-20,26,3,2,1,26,15100.0,22.0,$10K–$30K,2022,11,4,individual,2.6,19,4.51,True
L011381,S0310,Excavators,Liebherr,2020,Excellent,4455.0,73300.0,Southeast,2023-09-02,15,2,0,1,1,73100.0,4.0,$30K–$75K,2023,9,3,fleet_operator,8.5,9,4.46,True
L011382,S0617,Forklifts,Terex,2017,Fair,6866.0,7200.0,Southwest,2022-07-12,15,0,0,1,8,5900.0,7.0,<$10K,2022,7,3,dealer,0.7,7,5.0,True
L011383,S0356,Aerial Work Platforms,Caterpillar,2002,Fair,2690.0,3700.0,Mid-Atlantic,2023-06-21,15,3,1,1,28,3200.0,22.0,<$10K,2023,6,2,dealer,0.9,30,4.43,False
L011384,S0618,Bulldozers,Caterpillar,2004,Fair,4969.0,10900.0,Southwest,2023-07-01,13,1,4,0,102,,20.0,$10K–$30K,2023,7,3,individual,3.0,8,2.67,True
L011385,S0129,Wheel Loaders,Liebherr,2014,Excellent,7060.0,19500.0,Great Plains,2023-06-09,20,3,1,1,64,18800.0,10.0,$10K–$30K,2023,6,2,fleet_operator,1.5,15,4.56,False
L011386,S0304,Cranes,Volvo Ce,2009,Excellent,5743.0,30300.0,Great Plains,2022-12-19,10,1,2,0,152,,15.0,$30K–$75K,2022,12,4,contractor,25.0,13,3.33,True
L011387,S0675,Forklifts,Hitachi,2012,Excellent,6268.0,4200.0,Southwest,2023-02-16,18,4,4,0,52,,12.0,<$10K,2023,2,1,individual,5.5,25,3.57,True
L011388,S0669,Wheel Loaders,Hitachi,2000,Poor,4711.0,6800.0,West Coast,2022-10-16,13,2,2,0,110,,24.0,<$10K,2022,10,4,dealer,7.6,15,3.13,False
L011389,S0243,Compactors,John Deere,2014,Fair,4708.0,5600.0,Midwest,2021-03-17,13,3,2,1,6,4500.0,10.0,<$10K,2021,3,1,fleet_operator,4.9,32,4.22,True
L011390,S0481,Aerial Work Platforms,Terex,2011,Fair,5946.0,4800.0,Southeast,2023-09-13,26,7,0,1,67,4300.0,13.0,<$10K,2023,9,3,contractor,6.1,21,4.04,False
L011391,S0145,Backhoes,Caterpillar,2012,Good,4356.0,8700.0,Southeast,2021-02-08,20,3,2,1,4,8100.0,12.0,<$10K,2021,2,1,dealer,0.5,24,3.51,True
L011392,S0639,Wheel Loaders,Liebherr,2012,Good,4768.0,11600.0,Southeast,2023-01-11,9,2,0,0,26,,12.0,$10K–$30K,2023,1,1,fleet_operator,5.6,24,4.28,True
L011393,S0023,Motor Graders,Komatsu,2012,Good,6163.0,17600.0,West Coast,2022-10-30,9,0,0,0,21,,12.0,$10K–$30K,2022,10,4,fleet_operator,2.5,8,3.96,True
L011394,S0629,Motor Graders,Komatsu,2016,Fair,5189.0,33500.0,Great Plains,2022-09-13,4,2,1,0,40,,8.0,$30K–$75K,2022,9,3,dealer,10.1,18,4.33,True
L011395,S0128,Motor Graders,Terex,2008,Fair,6552.0,15300.0,Pacific Northwest,2022-06-24,23,1,3,0,80,,16.0,$10K–$30K,2022,6,2,dealer,5.0,21,4.44,True
L011396,S0173,Excavators,Case Ce,2015,Good,5075.0,25800.0,Southwest,2022-03-07,19,3,1,0,3,,9.0,$10K–$30K,2022,3,1,dealer,1.2,11,4.7,True
L011397,S0535,Skid Steers,Komatsu,2018,Good,1709.0,16700.0,Southeast,2022-09-19,27,1,3,1,15,15700.0,6.0,$10K–$30K,2022,9,3,individual,5.3,18,2.89,True
L011398,S0276,Motor Graders,Terex,2007,Fair,7057.0,16200.0,Southeast,2022-04-01,16,4,0,1,19,12700.0,17.0,$10K–$30K,2022,4,2,contractor,2.4,18,4.56,True
L011399,S0540,Backhoes,Doosan,2018,Excellent,3689.0,31400.0,Pacific Northwest,2023-06-04,16,2,4,0,18,,6.0,$30K–$75K,2023,6,2,individual,1.5,18,4.61,True
L011400,S0716,Backhoes,Jcb,2023,Fair,3189.0,42500.0,Mountain West,2023-08-23,4,0,0,0,50,,1.0,$30K–$75K,2023,8,3,individual,5.2,26,3.87,True
L011401,S0575,Excavators,Doosan,2006,Good,2678.0,12200.0,Northeast,2023-10-06,11,1,0,1,4,11700.0,18.0,$10K–$30K,2023,10,4,individual,10.2,19,3.35,True
L011402,S0777,Aerial Work Platforms,Terex,2021,Good,2562.0,24400.0,Midwest,2021-07-28,19,2,0,1,76,22400.0,3.0,$10K–$30K,2021,7,3,contractor,5.1,6,3.36,True
L011403,S0652,Compactors,Case Ce,2000,Fair,6430.0,3800.0,Northeast,2022-11-20,21,3,1,1,36,3200.0,24.0,<$10K,2022,11,4,contractor,10.2,13,4.46,False
L011404,S0394,Cranes,Terex,1998,Fair,5568.0,21100.0,Great Plains,2023-04-21,13,1,0,0,104,,26.0,$10K–$30K,2023,4,2,fleet_operator,0.5,22,4.24,True
L011405,S0101,Motor Graders,John Deere,2018,Good,3865.0,64700.0,Northeast,2021-12-24,29,2,2,0,23,,6.0,$30K–$75K,2021,12,4,contractor,0.5,12,4.32,False
L011406,S0630,Cranes,Case Ce,2008,Poor,6102.0,13300.0,Pacific Northwest,2021-10-16,17,2,0,1,1,10400.0,16.0,$10K–$30K,2021,10,4,contractor,3.0,35,4.52,True
L011407,S0185,Motor Graders,Caterpillar,2013,Poor,4540.0,9100.0,Southeast,2021-01-06,8,0,1,0,72,,11.0,<$10K,2021,1,1,contractor,3.4,16,4.86,True
L011408,S0261,Forklifts,Doosan,2000,Good,7172.0,3600.0,Pacific Northwest,2022-06-29,24,4,2,1,1,3500.0,24.0,<$10K,2022,6,2,individual,20.7,11,4.0,True
L011409,S0777,Excavators,Case Ce,2018,Good,4732.0,33700.0,Northeast,2021-04-21,21,3,5,1,59,32400.0,6.0,$30K–$75K,2021,4,2,contractor,5.1,6,3.36,True
L011410,S0332,Forklifts,Volvo Ce,2006,Good,7522.0,2900.0,Northeast,2023-09-25,14,3,2,0,10,,18.0,<$10K,2023,9,3,dealer,0.5,13,3.05,False
L011411,S0367,Wheel Loaders,Hitachi,2008,Good,6455.0,14600.0,Southwest,2023-04-10,12,2,2,1,2,12900.0,16.0,$10K–$30K,2023,4,2,individual,3.5,19,4.36,True
L011412,S0625,Excavators,Liebherr,2014,Poor,5027.0,8000.0,Southeast,2022-05-09,12,3,0,0,20,,10.0,<$10K,2022,5,2,fleet_operator,16.8,7,4.1,True
L011413,S0622,Cranes,Liebherr,1998,Good,6543.0,37800.0,Mountain West,2022-09-04,25,6,3,0,93,,26.0,$30K–$75K,2022,9,3,fleet_operator,0.5,6,3.94,True
L011414,S0272,Forklifts,Jcb,2006,Excellent,7476.0,3900.0,Midwest,2021-08-19,13,2,0,0,9,,18.0,<$10K,2021,8,3,individual,0.5,13,3.53,True
L011415,S0514,Bulldozers,Case Ce,2000,Poor,6494.5,8500.0,Southwest,2022-12-10,10,1,1,0,30,,24.0,<$10K,2022,12,4,dealer,3.0,6,3.66,True
L011416,S0763,Excavators,John Deere,2007,Good,7614.0,12600.0,Northeast,2022-03-08,24,2,2,0,245,,17.0,$10K–$30K,2022,3,1,contractor,1.6,12,4.91,False
L011417,S0767,Backhoes,Komatsu,2002,Fair,6032.0,4900.0,Southeast,2023-01-08,20,1,4,0,109,,22.0,<$10K,2023,1,1,individual,0.5,21,3.89,True
L011418,S0157,Forklifts,Terex,2022,Good,6422.0,19700.0,Southeast,2023-08-08,31,4,1,1,20,17500.0,2.0,$10K–$30K,2023,8,3,contractor,0.5,25,4.84,False
L011419,S0481,Excavators,Komatsu,2008,Poor,4490.0,6300.0,Southeast,2023-08-14,41,5,2,0,124,,16.0,<$10K,2023,8,3,contractor,6.1,21,4.04,False
L011420,S0794,Cranes,Terex,2002,Fair,7000.0,19900.0,West Coast,2021-09-13,18,2,3,0,17,,22.0,$10K–$30K,2021,9,3,dealer,6.4,24,4.58,False
L011421,S0172,Bulldozers,Case Ce,2009,Poor,4897.0,6300.0,Midwest,2021-04-15,19,1,0,0,16,,15.0,<$10K,2021,4,2,fleet_operator,6.6,10,3.38,True
L011422,S0416,Excavators,Volvo Ce,2011,Poor,5714.0,5700.0,Northeast,2021-04-08,10,0,0,0,237,,13.0,<$10K,2021,4,2,dealer,0.5,13,3.96,True
L011423,S0786,Forklifts,Caterpillar,2009,Excellent,8166.0,3700.0,Midwest,2021-08-13,24,3,1,1,19,3600.0,15.0,<$10K,2021,8,3,contractor,5.9,19,3.51,True
L011424,S0650,Skid Steers,John Deere,2016,Good,2299.0,11100.0,Midwest,2021-09-10,12,0,2,0,4,,8.0,$10K–$30K,2021,9,3,dealer,3.4,13,3.59,True
L011425,S0499,Compactors,Case Ce,2006,Fair,3602.0,4700.0,Southeast,2022-11-14,5,0,0,0,105,,18.0,<$10K,2022,11,4,individual,6.1,36,4.12,True
L011426,S0548,Wheel Loaders,Komatsu,2004,Fair,5591.0,9500.0,Southwest,2022-06-01,15,3,3,1,6,7900.0,20.0,<$10K,2022,6,2,fleet_operator,22.0,10,4.19,True
L011427,S0769,Skid Steers,Caterpillar,2013,Good,3261.0,4100.0,Southeast,2023-08-05,12,1,0,0,40,,11.0,<$10K,2023,8,3,individual,3.0,17,3.92,False
L011428,S0741,Motor Graders,Komatsu,2004,Poor,8403.0,10600.0,Northeast,2023-07-21,14,1,3,0,125,,20.0,$10K–$30K,2023,7,3,fleet_operator,0.6,22,3.86,True
L011429,S0689,Backhoes,Case Ce,2011,Good,4884.0,7700.0,Great Plains,2022-04-14,11,3,0,1,27,7300.0,13.0,<$10K,2022,4,2,dealer,3.0,16,4.0,True
L011430,S0026,Excavators,Liebherr,2005,Fair,3487.0,9700.0,Great Plains,2022-08-13,13,0,1,1,38,8000.0,19.0,<$10K,2022,8,3,dealer,2.1,9,3.19,True
L011431,S0689,Bulldozers,Case Ce,2018,Good,5377.0,53200.0,Mid-Atlantic,2022-06-23,11,0,1,1,1,48500.0,6.0,$30K–$75K,2022,6,2,dealer,3.0,16,4.0,True
L011432,S0205,Forklifts,Caterpillar,2015,Good,6962.0,9100.0,Southeast,2022-05-08,21,4,2,1,35,8100.0,9.0,<$10K,2022,5,2,dealer,5.4,12,4.03,True
