listing_id,seller_id,category,make,year,condition,hours_used,asking_price,region,list_date,views,bids,inquiries,sold,days_on_market,final_price
L014057,S0730,Bulldozers,Liebherr,2021,Good,3562.0,70400,Midwest,2023-03-26,17,4,0,0,46,
L014058,S0442,Wheel Loaders,Case CE,2019,Excellent,6468.0,52700,Mountain West,2023-11-22,19,1,3,0,29,
L014059,S0222,Cranes,John Deere,2022,Good,3158.0,134900,Southwest,2021-01-22,13,1,0,1,87,120100.0
L014060,S0425,Cranes,Volvo CE,2001,Excellent,,27300,Northeast,2022-02-17,12,2,1,0,97,
L014061,S0662,Excavators,Terex,2018,Fair,4013.0,33900,Southeast,2021-06-02,17,2,0,0,15,
L014062,S0365,Wheel Loaders,Caterpillar,2019,Good,7953.0,57700,Mountain West,2023-04-03,14,5,2,1,11,52900.0
L014063,S0098,Excavators,Volvo CE,2006,Fair,8055.0,11000,Midwest,2023-02-14,18,3,2,0,4,
L014064,S0309,Backhoes,Case CE,2019,Fair,5117.0,17900,Mountain West,2022-09-18,10,3,0,1,36,15000.0
L014065,S0519,Compactors,Caterpillar,2006,Excellent,4698.0,6600,West Coast,2023-08-25,28,6,2,1,72,6500.0
L014066,S0096,Aerial Work Platforms,Doosan,2015,Poor,1381.0,6100,Southwest,2023-01-24,18,1,0,0,174,
L014067,S0667,Wheel Loaders,JCB,2011,Fair,5945.0,10000,Northeast,2021-05-12,20,2,2,0,79,
L014068,S0582,Backhoes,JCB,2017,Excellent,1896.0,22700,Northeast,2021-10-23,14,1,2,0,138,
L014069,S0490,Forklifts,Komatsu,2000,Good,6618.0,4400,Midwest,2023-08-13,15,5,2,1,9,4100.0
L014070,S0396,Bulldozers,Case CE,2001,Fair,6893.0,11000,Southeast,2023-12-09,23,2,3,0,7,
L014071,S0169,Wheel Loaders,Liebherr,1998,Good,5754.0,12100,Mountain West,2022-01-26,9,2,0,0,223,
L014072,S0158,Compactors,Doosan,2015,Good,4117.0,9300,West Coast,2021-09-10,12,4,1,1,29,9000.0
L014073,S0012,Backhoes,Doosan,2001,Poor,4364.0,3100,West Coast,2021-12-23,20,3,1,0,11,
L014074,S0119,Wheel Loaders,Hitachi,2007,Fair,6094.0,9600,Midwest,2022-06-22,13,0,1,1,2,7700.0
L014075,S0305,Excavators,Doosan,2001,Fair,5125.0,8100,Southwest,2021-10-01,22,5,3,1,9,6700.0
L014076,S0326,Compactors,Komatsu,2018,Fair,1248.0,18400,Southeast,2023-01-10,26,1,2,1,7,15000.0
L014077,S0405,Aerial Work Platforms,Volvo CE,2022,Fair,,23900,Mountain West,2022-05-03,12,2,1,0,138,
L014078,S0481,Compactors,Case CE,2014,Good,2028.0,8100,Southeast,2023-02-04,16,3,0,1,12,7400.0
L014079,S0136,Wheel Loaders,Komatsu,2005,Good,5942.0,10500,Southeast,2022-07-08,15,2,0,0,109,
L014080,S0482,Bulldozers,Hitachi,2016,Fair,5488.0,23500,Northeast,2021-06-20,15,3,1,1,5,19800.0
L014081,S0514,Motor Graders,John Deere,2006,Good,5892.0,15500,Midwest,2023-03-28,18,2,0,1,5,14000.0
L014082,S0703,Skid Steers,Liebherr,2013,Good,2359.0,4000,Southeast,2021-02-06,20,2,0,0,67,
L014083,S0020,Skid Steers,JCB,2021,Good,4039.0,26000,West Coast,2021-06-23,12,3,2,1,48,24700.0
L014084,S0248,Forklifts,Liebherr,2021,Good,7512.0,18000,Mid-Atlantic,2021-06-25,23,1,2,1,36,16900.0
L014085,S0588,Wheel Loaders,Komatsu,2022,Excellent,4322.0,77100,Midwest,2022-06-20,19,2,2,0,365,
L014086,S0352,Backhoes,Komatsu,2012,Fair,5148.0,6600,Northeast,2021-02-10,6,2,1,0,7,
L014087,S0265,Forklifts,Volvo CE,2017,Fair,6974.0,8600,Mountain West,2023-12-06,17,2,2,1,91,7600.0
L014088,S0739,Aerial Work Platforms,JCB,2013,Good,2655.0,4000,Northeast,2023-06-21,19,0,1,0,32,
L014089,S0401,Forklifts,Doosan,2018,Fair,6552.0,7100,Southwest,2021-01-06,19,0,0,0,17,
L014090,S0734,Skid Steers,Hitachi,2009,Fair,,3100,Northeast,2021-08-31,17,0,1,0,68,
L014091,S0748,Skid Steers,Case CE,2020,Good,4304.0,16200,West Coast,2023-08-24,15,0,3,1,5,14300.0
L014092,S0487,Motor Graders,Caterpillar,2015,Good,6338.0,33600,Mid-Atlantic,2021-01-03,15,1,2,0,119,
L014093,S0256,Aerial Work Platforms,Terex,2004,Good,,6100,Mountain West,2023-11-20,9,0,0,1,13,5700.0
L014094,S0549,Excavators,Doosan,2013,Fair,6575.0,10700,Midwest,2023-03-31,13,2,0,1,39,9300.0
L014095,S0694,Skid Steers,Caterpillar,2016,Good,3175.0,11900,West Coast,2023-09-23,11,3,,0,1,
L014096,S0587,Aerial Work Platforms,Terex,2003,Good,3790.0,6500,Mid-Atlantic,2021-07-30,12,2,0,1,14,6100.0
L014097,S0042,Motor Graders,Hitachi,2003,Excellent,4107.0,18400,Northeast,2023-01-22,19,1,2,0,82,
L014098,S0050,Forklifts,Doosan,2003,Poor,6407.0,2000,Southeast,2021-12-16,14,1,1,0,262,
L014099,S0092,Forklifts,,2023,Fair,6870.0,15400,West Coast,2021-03-22,18,1,0,0,19,
L014100,S0571,Skid Steers,Case CE,2012,Good,3356.0,4100,Northeast,2023-09-10,13,1,1,1,2,3900.0
L014101,S0715,Skid Steers,Komatsu,1999,Poor,3538.0,2500,Southeast,2023-08-16,6,1,0,0,133,
L014102,S0004,Forklifts,JCB,2006,Good,7219.0,2900,Midwest,2021-07-31,27,4,2,0,7,
L014103,S0041,Skid Steers,Terex,2005,Fair,3155.0,3500,West Coast,2021-04-23,12,1,1,0,103,
L014104,S0257,Wheel Loaders,JCB,2004,Good,5383.0,9900,Pacific Northwest,2023-08-24,12,1,1,0,30,
L014105,S0443,Wheel Loaders,Terex,2013,Good,2890.0,12300,Southeast,2022-08-08,11,3,1,1,3,11300.0
L014106,S0397,Bulldozers,Volvo CE,2012,Fair,4502.0,11000,Northeast,2021-04-30,13,2,0,0,207,
L014107,S0558,Forklifts,Hitachi,2006,Fair,8795.0,3000,Southwest,2022-08-07,6,0,0,1,6,2500.0
L014108,S0565,Wheel Loaders,JCB,2017,Good,,35000,Midwest,2022-04-09,12,0,2,0,230,
L014109,S0034,Compactors,Caterpillar,2012,Excellent,4512.0,6800,Mid-Atlantic,2022-04-06,21,2,2,0,36,
L014110,S0558,Motor Graders,Komatsu,1999,Good,6829.0,20000,Mid-Atlantic,2023-05-20,15,0,2,0,16,
L014111,S0379,Skid Steers,Komatsu,2017,Fair,1371.0,9100,Southeast,2023-02-03,15,2,1,0,62,
L014112,S0528,Excavators,Case CE,2011,Excellent,,13900,West Coast,2023-06-26,15,2,1,0,13,
L014113,S0386,Forklifts,Terex,2023,Fair,6829.0,15600,Mountain West,2023-02-16,25,3,4,0,9,
L014114,S0072,Forklifts,John Deere,2008,Fair,7939.0,3300,Mid-Atlantic,2023-07-17,8,0,,0,53,
L014115,S0319,Backhoes,Terex,2000,Good,6617.0,6600,Southeast,2021-11-07,23,3,2,0,4,
L014116,S0331,Compactors,Caterpillar,1999,Fair,3653.0,5100,Mid-Atlantic,2022-08-25,19,1,2,0,11,
L014117,S0006,Skid Steers,John Deere,2015,Excellent,3142.0,8900,Midwest,2023-04-25,15,2,2,0,18,
L014118,S0476,Backhoes,Case CE,2011,Fair,4653.0,5400,Great Plains,2021-06-20,18,2,1,0,63,
L014119,S0317,Forklifts,Komatsu,2021,Fair,5596.0,14400,Mountain West,2021-04-20,12,1,0,0,35,
L014120,S0633,Wheel Loaders,Komatsu,2002,Good,6668.0,9700,Mountain West,2022-11-02,5,0,0,1,12,8900.0
L014121,S0017,Skid Steers,Caterpillar,2009,Good,3095.0,5100,Midwest,2021-05-18,5,0,1,0,53,
L014122,S0769,Compactors,Liebherr,2011,Poor,4486.0,3000,Mountain West,2021-07-07,13,1,1,0,159,
L014123,S0687,Bulldozers,Hitachi,2003,Excellent,7058.0,18400,Midwest,2021-03-13,8,2,,1,7,18400.0
L014124,S0010,Compactors,Hitachi,2005,Good,4556.0,6000,Midwest,2021-01-02,19,1,2,1,3,5300.0
L014125,S0793,Skid Steers,Terex,2004,Good,3786.0,3400,Mountain West,2021-04-15,12,2,0,0,136,
L014126,S0637,Aerial Work Platforms,Liebherr,2004,Good,3988.0,7300,Northeast,2023-08-19,28,2,3,0,64,
L014127,S0146,Aerial Work Platforms,Terex,2009,Good,5123.0,5500,Midwest,2021-04-15,27,6,1,0,97,
L014128,S0741,Motor Graders,Volvo CE,2004,Good,7010.0,15400,West Coast,2021-08-06,22,2,2,1,6,14200.0
L014129,S0595,Bulldozers,JCB,2009,Good,4518.0,13500,Great Plains,2023-10-14,29,1,3,0,24,
L014130,S0486,Excavators,Volvo CE,2013,Fair,3696.0,10000,Northeast,2023-01-12,20,4,1,0,9,
L014131,S0517,Wheel Loaders,Caterpillar,2004,Excellent,6651.0,14100,Midwest,2021-02-27,19,2,1,0,33,
L014132,S0551,Backhoes,Volvo CE,2005,Excellent,5725.0,7600,Northeast,2021-12-28,13,2,0,0,16,
L014133,S0164,Motor Graders,Komatsu,1998,Good,6066.0,19200,Northeast,2021-01-25,12,3,2,1,21,18500.0
L014134,S0120,Forklifts,Hitachi,2010,Good,6957.0,3600,West Coast,2023-02-02,11,1,1,1,1,3200.0
L014135,S0064,Forklifts,Komatsu,2016,Good,6081.0,7900,Mountain West,2021-04-09,9,1,5,0,7,
L014136,S0307,Skid Steers,Komatsu,1998,Good,6755.0,3700,Pacific Northwest,2021-11-01,15,0,3,1,30,3300.0
L014137,S0769,Wheel Loaders,,2021,Good,3782.0,57100,Southeast,2022-12-14,22,1,4,1,19,53500.0
L014138,S0229,Wheel Loaders,JCB,2015,Good,4949.0,24200,Midwest,2022-08-15,23,6,2,1,13,22300.0
L014139,S0040,Bulldozers,John Deere,2004,Fair,8293.0,11600,Mountain West,2023-08-28,8,0,2,0,116,
L014140,S0029,Motor Graders,JCB,2019,Poor,5013.0,39200,Northeast,2021-12-01,10,1,2,0,3,
L014141,S0087,Aerial Work Platforms,Terex,2014,Good,2352.0,5400,Mountain West,2022-04-16,9,3,0,0,26,
L014142,S0744,Skid Steers,John Deere,2012,Fair,2876.0,3000,Southwest,2021-12-26,15,6,1,0,1,
L014143,S0730,Bulldozers,Volvo CE,2019,Good,3943.0,50700,Great Plains,2021-03-09,5,1,3,1,9,47800.0
L014144,S0285,Backhoes,Caterpillar,2022,Fair,4343.0,28500,Southwest,2021-06-17,9,2,,0,47,
L014145,S0125,Motor Graders,JCB,2016,Fair,5227.0,26600,Mid-Atlantic,2021-01-25,13,3,,1,10,23400.0
L014146,S0648,Skid Steers,Caterpillar,2020,Fair,2467.0,14500,Southwest,2021-12-19,8,0,0,0,20,
L014147,S0612,Wheel Loaders,John Deere,2001,Fair,5957.0,9000,Midwest,2023-08-22,13,1,0,0,43,
L014148,S0271,Skid Steers,Terex,2014,Good,3879.0,6000,Southeast,2023-01-17,15,2,0,0,105,
L014149,S0050,Bulldozers,Hitachi,2004,Good,7533.0,12100,Great Plains,2023-08-28,19,0,0,0,87,
L014150,S0008,Excavators,Case CE,2013,Excellent,4999.0,19400,Mid-Atlantic,2022-07-05,22,5,1,0,21,
L014151,S0370,Wheel Loaders,Case CE,2014,Fair,4248.0,13100,Great Plains,2023-08-02,10,2,0,0,70,
L014152,S0690,Bulldozers,Komatsu,2017,Fair,6045.0,43000,Mountain West,2022-11-15,26,1,1,1,8,35000.0
L014153,S0212,Compactors,Terex,2012,Good,7303.0,5300,Southwest,2022-04-17,12,1,1,1,2,4900.0
L014154,S0656,Excavators,Liebherr,2006,Good,5856.0,12600,Midwest,2023-05-15,12,1,1,1,25,11200.0
L014155,S0672,Forklifts,Terex,2018,Fair,6210.0,8800,Midwest,2022-10-21,19,5,0,1,40,7300.0
L014156,S0089,Compactors,Volvo CE,2020,Excellent,5140.0,30300,Mountain West,2023-07-14,15,1,1,1,23,28900.0
L014157,S0501,Forklifts,Liebherr,2010,Good,6157.0,3700,Midwest,2022-09-26,20,4,0,1,6,3500.0
L014158,S0353,Skid Steers,JCB,2004,Good,,4300,Mountain West,2022-06-06,23,1,0,0,30,
L014159,S0613,Excavators,Liebherr,2016,Good,3777.0,38500,Pacific Northwest,2021-12-09,31,4,4,0,9,
L014160,S0600,Forklifts,Volvo CE,2008,Good,7234.0,3500,Midwest,2022-12-11,7,4,0,1,8,3200.0
L014161,S0225,Backhoes,Doosan,2005,Good,5944.0,6700,Southeast,2021-11-06,15,1,2,1,3,6400.0
L014162,S0635,Forklifts,Liebherr,2014,Good,5449.0,5500,Southeast,2023-02-25,18,2,2,0,194,
L014163,S0049,Forklifts,Komatsu,2001,Poor,9587.0,2100,Southeast,2022-06-13,10,3,0,0,33,
L014164,S0559,Compactors,Liebherr,2023,Excellent,3108.0,49300,West Coast,2021-12-06,10,3,3,1,29,47400.0
L014165,S0300,Motor Graders,Caterpillar,2001,Fair,5744.0,12800,Northeast,2021-04-26,7,1,0,0,66,
L014166,S0078,Compactors,Terex,2015,Fair,3416.0,7800,Northeast,2022-07-31,12,3,1,0,39,
L014167,S0705,Backhoes,Case CE,2019,Poor,3260.0,12200,Northeast,2021-06-20,16,4,2,1,10,9700.0
L014168,S0556,Excavators,JCB,2014,Fair,,10800,Southeast,2023-04-09,17,2,4,1,35,8900.0
L014169,S0633,Backhoes,Doosan,2000,Fair,2253.0,5200,Midwest,2022-08-06,15,0,0,1,11,4600.0
L014170,S0173,Wheel Loaders,Volvo CE,2006,Fair,,8800,Midwest,2021-08-20,15,5,0,1,62,7600.0
L014171,S0446,Bulldozers,Doosan,2023,Good,3478.0,78200,Southwest,2022-12-17,18,5,0,1,4,72600.0
L014172,S0598,Skid Steers,Caterpillar,2003,Good,3992.0,4100,Great Plains,2022-03-09,16,2,1,0,128,
L014173,S0590,Skid Steers,Volvo CE,1999,Good,6984.0,4100,Pacific Northwest,2023-06-22,27,9,5,0,1,
L014174,S0641,Backhoes,Liebherr,2009,Good,4397.0,7700,Northeast,2022-08-21,15,2,1,1,22,7000.0
L014175,S0571,Backhoes,Case CE,2012,Excellent,4124.0,8000,Midwest,2021-03-22,29,4,2,1,31,8100.0
L014176,S0586,Bulldozers,JCB,2006,Good,4558.0,15200,Southwest,2023-01-21,20,8,1,0,135,
L014177,S0540,Forklifts,John Deere,1999,Good,8259.0,3000,Midwest,2021-07-10,14,0,1,1,2,2800.0
L014178,S0059,Motor Graders,Case CE,2009,Fair,5319.0,13100,Midwest,2022-01-20,16,3,3,1,30,10900.0
L014179,S0068,Motor Graders,Case CE,2013,Poor,7511.0,10000,Pacific Northwest,2022-05-04,11,1,1,1,51,6800.0
L014180,S0676,Bulldozers,Komatsu,2004,Good,5722.0,19300,Southeast,2023-07-29,9,3,0,0,124,
L014181,S0595,Compactors,Terex,1998,Excellent,4693.0,6400,Northeast,2022-04-16,27,5,2,0,300,
L014182,S0779,Cranes,Caterpillar,2018,Poor,4255.0,54600,Mountain West,2023-06-29,12,0,2,0,30,
L014183,S0335,Skid Steers,Case CE,2004,Fair,4318.0,3300,Mid-Atlantic,2023-05-18,7,1,0,1,28,2800.0
L014184,S0340,Compactors,Caterpillar,2000,Fair,1868.0,5200,Midwest,2023-03-21,11,2,0,0,13,
L014185,S0676,Excavators,Case CE,2017,Excellent,4715.0,45900,Midwest,2023-07-06,25,3,1,1,4,44200.0
L014186,S0697,Forklifts,Komatsu,2002,Fair,8342.0,3600,Northeast,2023-02-16,10,2,0,0,254,
L014187,S0566,Bulldozers,Hitachi,2000,Fair,6376.0,10200,Southwest,2023-12-29,11,0,0,0,58,
L014188,S0369,Bulldozers,Caterpillar,2012,Good,5931.0,16800,Midwest,2021-08-24,17,2,2,0,142,
L014189,S0532,Skid Steers,Liebherr,2003,Good,5496.0,5300,Southeast,2023-02-11,15,4,,1,10,5000.0
L014190,S0475,Cranes,Doosan,2012,Good,,32100,Southwest,2021-01-10,8,1,1,0,16,
L014191,S0225,Backhoes,Case CE,2000,Good,7305.0,7800,Midwest,2023-12-22,8,1,0,0,57,
L014192,S0391,Compactors,Komatsu,2021,Poor,4305.0,19300,Southeast,2022-10-18,16,3,2,0,72,
L014193,S0365,Cranes,Hitachi,2020,Good,2388.0,123800,Southwest,2022-12-05,20,3,1,0,57,
L014194,S0350,Skid Steers,,1998,Fair,5694.0,3100,Southeast,2023-10-14,19,1,0,1,88,2800.0
L014195,S0148,Excavators,Komatsu,1999,Fair,5979.0,11300,Mid-Atlantic,2021-07-01,9,1,0,0,41,
L014196,S0186,Excavators,Liebherr,2001,Good,5271.0,16100,Northeast,2023-07-27,18,2,1,0,365,
L014197,S0124,Excavators,Caterpillar,2018,Fair,,29700,Southwest,2022-09-09,21,3,0,1,7,26400.0
L014198,S0340,Bulldozers,Doosan,2011,Excellent,5405.0,16700,Southeast,2021-04-06,7,2,1,1,10,15900.0
L014199,S0220,Wheel Loaders,Liebherr,2011,Good,4112.0,11300,Mountain West,2023-01-14,33,3,0,0,67,
L014200,S0799,Aerial Work Platforms,Volvo CE,2007,Poor,4284.0,2400,Southeast,2023-12-03,10,0,1,0,25,
L014201,S0697,Cranes,Hitachi,2008,Good,5981.0,25500,Pacific Northwest,2022-09-03,13,2,2,1,19,23100.0
L014202,S0624,Forklifts,Komatsu,2001,Good,6891.0,3700,Great Plains,2023-03-12,10,2,0,1,12,3300.0
L014203,S0153,Wheel Loaders,Doosan,2012,Fair,7156.0,9100,Southwest,2023-11-24,28,2,4,0,137,
L014204,S0524,Motor Graders,Liebherr,2017,Fair,4750.0,45000,West Coast,2023-11-09,11,1,0,1,14,40500.0
L014205,S0782,Motor Graders,Liebherr,2022,Fair,4878.0,90100,Southeast,2021-06-11,25,3,1,0,21,
L014206,S0513,Compactors,John Deere,2001,Fair,,5500,Southwest,2022-07-18,11,2,0,1,7,4900.0
L014207,S0240,Bulldozers,Caterpillar,2017,Excellent,4456.0,53600,Mountain West,2022-07-13,17,0,1,1,7,51200.0
L014208,S0160,Cranes,Doosan,2017,Fair,,67100,Southeast,2021-03-13,15,1,1,1,33,59200.0
L014209,S0447,Forklifts,JCB,2013,Fair,6241.0,2800,Midwest,2023-11-22,23,2,,0,5,
L014210,S0030,Skid Steers,Caterpillar,1999,Excellent,5013.0,4800,Mountain West,2021-04-30,29,3,3,0,15,
L014211,S0576,Excavators,Doosan,2010,Good,,14300,Southwest,2022-03-10,15,1,1,1,38,13400.0
L014212,S0718,Skid Steers,Case CE,2005,Good,4401.0,4200,West Coast,2022-11-23,9,0,0,0,199,
L014213,S0181,Forklifts,Komatsu,2010,Excellent,6961.0,4500,Mountain West,2023-10-28,18,2,1,0,63,
L014214,S0614,Forklifts,Doosan,2017,Good,5538.0,9000,Southeast,2023-04-01,28,2,1,0,205,
L014215,S0628,Motor Graders,Hitachi,2018,Fair,4726.0,42300,Southwest,2021-12-17,21,2,3,0,1,
L014216,S0142,Bulldozers,Doosan,2005,Poor,4200.0,7900,Northeast,2022-08-04,13,0,1,0,6,
L014217,S0339,Wheel Loaders,Liebherr,2001,Fair,1880.0,10000,Northeast,2021-04-03,9,0,1,1,48,7900.0
L014218,S0179,Aerial Work Platforms,Komatsu,2002,Fair,6038.0,5200,Great Plains,2022-12-30,15,3,,0,42,
L014219,S0326,Bulldozers,JCB,2018,Excellent,4704.0,58600,Southwest,2023-06-29,10,3,2,1,49,59800.0
L014220,S0099,Aerial Work Platforms,Liebherr,2003,Good,3915.0,6300,Midwest,2022-06-08,12,3,1,0,2,
L014221,S0170,Bulldozers,Volvo CE,2020,Poor,6859.0,37400,Mountain West,2022-06-28,11,3,0,0,89,
L014222,S0779,Wheel Loaders,Terex,2016,Fair,3517.0,19000,Great Plains,2022-11-09,9,2,0,0,122,
L014223,S0204,Cranes,Volvo CE,2007,Good,3608.0,23600,Southwest,2021-02-24,12,1,0,0,71,
L014224,S0516,Excavators,Caterpillar,2000,Fair,6330.0,10100,West Coast,2023-06-14,18,1,,1,19,8000.0
L014225,S0133,Backhoes,John Deere,2010,Good,3854.0,7500,Midwest,2022-03-05,16,4,1,0,43,
L014226,S0516,Skid Steers,Doosan,2006,Good,2290.0,4500,Southeast,2022-01-10,14,3,1,1,32,4000.0
L014227,S0428,Compactors,John Deere,2014,Fair,3060.0,5800,Southwest,2022-06-14,10,2,0,0,262,
L014228,S0550,Forklifts,JCB,2007,Fair,5020.0,2700,Southwest,2023-02-05,26,2,3,0,27,
L014229,S0238,Forklifts,Caterpillar,2009,Good,8674.0,3100,Southeast,2022-05-14,6,0,0,0,53,
L014230,S0757,Aerial Work Platforms,Volvo CE,2010,Good,3349.0,5200,Southeast,2022-10-12,13,0,1,1,1,4900.0
L014231,S0389,Wheel Loaders,Volvo CE,2021,Good,1906.0,62900,West Coast,2021-10-25,22,0,1,0,28,
L014232,S0474,Skid Steers,Terex,2007,Fair,4386.0,3300,West Coast,2023-06-23,9,0,0,0,119,
L014233,S0527,Forklifts,Caterpillar,2016,Good,7907.0,8300,Southeast,2021-08-12,7,0,0,0,19,
L014234,S0706,Aerial Work Platforms,Terex,2018,Poor,3901.0,9800,Northeast,2021-07-19,16,4,2,0,1,
L014235,S0159,Skid Steers,Case CE,2016,Fair,4697.0,7200,Northeast,2021-08-27,10,1,1,1,22,6100.0
L014236,S0280,Aerial Work Platforms,Doosan,2023,Good,1994.0,30900,Northeast,2021-07-05,9,0,2,1,112,27600.0
L014237,S0082,Forklifts,Case CE,2014,Fair,7532.0,3500,Pacific Northwest,2021-04-27,11,0,0,1,41,3000.0
L014238,S0477,Wheel Loaders,Liebherr,2023,Good,3612.0,70300,Southwest,2023-11-28,11,2,2,0,152,
L014239,S0546,Cranes,,2002,Good,6025.0,24400,Northeast,2023-02-01,17,1,0,1,16,23400.0
L014240,S0114,Compactors,Liebherr,2005,Good,4077.0,7000,Midwest,2021-05-26,13,4,1,0,18,
L014241,S0685,Skid Steers,Liebherr,2002,Poor,5327.0,2300,Midwest,2023-12-31,19,2,4,0,4,
L014242,S0026,Excavators,Komatsu,2012,Good,,12000,Mountain West,2022-05-28,13,3,1,0,176,
L014243,S0465,Cranes,JCB,2001,Fair,4983.0,20200,Mid-Atlantic,2023-04-21,23,7,4,0,70,
L014244,S0012,Wheel Loaders,Terex,2022,Good,3667.0,67200,Midwest,2023-05-19,12,1,0,0,6,
L014245,S0414,Backhoes,Doosan,2010,Good,4479.0,5400,Great Plains,2023-11-14,7,1,0,0,198,
L014246,S0628,Excavators,John Deere,2014,Fair,4315.0,13400,Southwest,2022-10-21,25,3,1,0,277,
L014247,S0450,Forklifts,Doosan,2002,Fair,,2300,Northeast,2022-04-01,20,6,2,1,48,2000.0
L014248,S0030,Wheel Loaders,Volvo CE,1998,Excellent,,13700,Southeast,2021-12-06,11,3,0,0,111,
L014249,S0215,Motor Graders,Case CE,2019,Good,4627.0,60100,Northeast,2021-06-06,11,5,1,0,26,
L014250,S0189,Backhoes,Caterpillar,2012,Good,5452.0,7400,Mid-Atlantic,2022-05-13,10,2,1,1,161,6900.0
L014251,S0758,Wheel Loaders,John Deere,2007,Good,4698.0,12200,Southeast,2023-01-02,18,2,,0,87,
L014252,S0292,Excavators,Caterpillar,2022,Fair,4846.0,63000,Midwest,2023-04-24,14,3,0,0,4,
L014253,S0661,Excavators,Hitachi,2008,Excellent,4158.0,12500,West Coast,2021-08-30,8,1,0,0,8,
L014254,S0352,Cranes,Case CE,2015,Fair,5063.0,43100,Midwest,2023-10-22,16,3,1,1,10,35500.0
L014255,S0684,Forklifts,Terex,2010,Fair,5903.0,2800,Southwest,2022-03-06,15,1,0,0,58,
L014256,S0142,Motor Graders,JCB,2017,Good,6092.0,46200,Midwest,2021-04-18,15,2,0,0,46,
L014257,S0061,Compactors,John Deere,2021,Good,4099.0,23100,Pacific Northwest,2023-07-19,12,1,0,0,22,
L014258,S0617,Excavators,,2013,Good,5206.0,11700,Southwest,2022-02-11,11,0,1,0,190,
L014259,S0205,Skid Steers,,2016,Good,2409.0,10800,Southeast,2022-07-18,10,2,1,0,54,
L014260,S0303,Skid Steers,Volvo CE,2020,Fair,1674.0,14200,Southeast,2023-12-26,16,3,1,1,32,11700.0
L014261,S0123,Aerial Work Platforms,John Deere,2009,Good,3594.0,5200,Midwest,2021-01-18,25,2,4,1,3,4800.0
L014262,S0526,Backhoes,Komatsu,2020,Fair,4670.0,26500,Southwest,2021-03-23,8,0,2,0,1,
L014263,S0503,Motor Graders,Doosan,2011,Good,5484.0,18800,Midwest,2021-11-16,20,2,2,1,5,17200.0
L014264,S0796,Motor Graders,John Deere,1999,Excellent,5255.0,18600,Northeast,2021-10-30,12,4,0,1,45,18700.0
L014265,S0537,Compactors,JCB,2007,Good,5764.0,6400,Great Plains,2023-05-08,6,0,1,1,10,6100.0
L014266,S0789,Excavators,,2001,Fair,,11600,Mountain West,2022-06-27,18,4,4,1,64,9900.0
L014267,S0643,Wheel Loaders,Hitachi,1998,Good,4984.0,13400,Northeast,2021-11-14,25,5,5,0,53,
L014268,S0288,Excavators,Hitachi,2021,Fair,4252.0,44000,West Coast,2022-12-10,20,1,1,0,39,
L014269,S0696,Bulldozers,Terex,2023,Good,5657.0,87600,West Coast,2023-10-12,19,4,1,0,22,
L014270,S0068,Cranes,Doosan,2023,Excellent,3573.0,241500,Southeast,2021-10-02,16,2,0,0,39,
L014271,S0027,Wheel Loaders,Doosan,2022,Good,3915.0,64900,West Coast,2021-01-18,11,1,0,1,7,57700.0
L014272,S0126,Excavators,Case CE,2014,Good,6047.0,16700,Great Plains,2022-11-17,16,4,0,0,67,
L014273,S0496,Compactors,Komatsu,2008,Fair,4317.0,4500,Great Plains,2022-11-11,22,2,2,1,20,3700.0
L014274,S0546,Excavators,Komatsu,2004,Good,,15400,Southwest,2022-08-31,16,1,2,1,33,14800.0
L014275,S0425,Aerial Work Platforms,,2014,Excellent,4135.0,8800,Midwest,2021-12-02,12,4,1,1,13,8800.0
L014276,S0415,Wheel Loaders,JCB,2014,Fair,4539.0,10900,Southwest,2023-11-25,13,1,2,0,34,
L014277,S0173,Forklifts,Volvo CE,2006,Good,6597.0,3700,Northeast,2023-09-19,13,2,0,0,11,
L014278,S0279,Bulldozers,John Deere,2007,Good,6813.0,17500,Southwest,2021-07-28,7,1,2,1,5,16200.0
L014279,S0093,Excavators,John Deere,2023,Fair,5655.0,60200,Midwest,2021-10-16,25,3,1,0,24,
L014280,S0328,Bulldozers,JCB,2003,Good,6484.0,14800,Southeast,2021-05-12,23,4,3,0,2,
L014281,S0687,Cranes,,2014,Poor,,20000,Southeast,2022-08-01,13,0,1,0,52,
L014282,S0778,Skid Steers,Volvo CE,2013,Good,4287.0,4000,Southeast,2023-08-22,11,1,0,0,30,
L014283,S0149,Compactors,Liebherr,2004,Good,2526.0,6600,Pacific Northwest,2022-06-08,8,1,0,0,86,
L014284,S0214,Excavators,Terex,2016,Poor,4641.0,16400,Southwest,2022-07-28,29,6,1,0,30,
L014285,S0476,Wheel Loaders,Caterpillar,2023,Fair,3725.0,53600,Southeast,2023-07-05,15,1,0,1,1,44900.0
L014286,S0120,Wheel Loaders,Caterpillar,2001,Excellent,5334.0,15700,Northeast,2022-09-17,10,2,0,1,25,15800.0
L014287,S0351,Excavators,Komatsu,2017,Good,6079.0,36400,West Coast,2023-03-03,17,4,1,1,23,33300.0
L014288,S0107,Bulldozers,JCB,2021,Good,4291.0,82900,West Coast,2021-01-11,12,4,1,0,123,
L014289,S0201,Aerial Work Platforms,JCB,2014,Good,3522.0,8600,Pacific Northwest,2022-08-27,24,4,1,0,5,
